name,type,start_time,duration,"ack","address","read","data"
"I2C","data",2.2289927,0.0000877,false,,,0xD0
"I2C","data",2.2290852,0.0000877,false,,,0x86
"I2C","data",2.2291778,0.0000877,true,,,0x4A
"I2C","data",2.2292703,0.0000878,true,,,0x11
"I2C","data",2.2293629,0.0000877,true,,,0x4A
"I2C","data",2.2294554,0.0000877,true,,,0x59
"I2C","data",2.229548,0.0000877,true,,,0x0A
"I2C","data",2.2296405,0.0000877,false,,,0x92
"I2C","data",2.2297331,0.0000877,true,,,0x8A
"I2C","data",2.2298256,0.0000877,true,,,0xC0
"I2C","data",2.2299182,0.0000877,false,,,0x0A
"I2C","data",2.2300107,0.0000877,true,,,0x00
"I2C","data",2.2301033,0.0000877,false,,,0x0A
"I2C","data",2.2301958,0.0000877,true,,,0x40
"I2C","data",2.2302884,0.0000877,false,,,0x0A
"I2C","data",2.2303809,0.0000877,true,,,0xC0
"I2C","data",2.2304735,0.0000876,true,,,0x0B
"I2C","data",2.230566,0.0000877,true,,,0x8A
"I2C","data",2.2306585,0.0000877,true,,,0x0B
"I2C","data",2.2307511,0.0000877,false,,,0xC7
"I2C","data",2.2308436,0.0000877,false,,,0x0B
"I2C","data",2.2309361,0.0000878,true,,,0x00
"I2C","data",2.2310287,0.0000877,true,,,0x1C
"I2C","data",2.2311213,0.0000877,true,,,0x00
"I2C","data",2.2312138,0.0076686,false,,,0x1F
"I2C","data",2.2388872,0.0000877,true,,,0xC0
"I2C","data",2.2389798,0.0050225,true,,,0x1B
"I2C","start",2.244043,0.0000001,,,,
"I2C","address",2.2440531,0.0000877,true,0x30,true,
"I2C","data",2.2441613,0.0000876,false,,,0xFF
"I2C","stop",2.2442594,0.0000001,,,,
"I2C","start",2.2471439,0.0000001,,,,
"I2C","address",2.2471541,0.0000877,true,0x30,false,
"I2C","data",2.2472538,0.0000877,true,,,0xE0
"I2C","start",2.2473513,0.0000001,,,,
"I2C","address",2.2473615,0.0000876,true,0x30,true,
"I2C","data",2.2474696,0.0000876,false,,,0xFF
"I2C","stop",2.2475677,0.0000001,,,,
"I2C","start",2.2504507,0.0000001,,,,
"I2C","address",2.2504609,0.0000877,true,0x30,false,
"I2C","data",2.2505606,0.0000876,true,,,0xFF
"I2C","data",2.2506531,0.0000877,true,,,0x01
"I2C","data",2.2556634,0.0000877,true,,,0x12
"I2C","start",2.2557609,0.0000001,,,,
"I2C","address",2.255771,0.0000877,true,0x30,true,
"I2C","data",2.2558792,0.0000876,false,,,0xFF
"I2C","stop",2.2559773,0.0000001,,,,
"I2C","start",2.2576238,0.0000001,,,,
"I2C","address",2.2576339,0.0000877,true,0x30,false,
"I2C","data",2.2577336,0.0000877,true,,,0x11
"I2C","start",2.2578311,0.0000001,,,,
"I2C","address",2.2578412,0.0000877,true,0x30,true,
"I2C","data",2.2579494,0.0000876,false,,,0xFF
"I2C","stop",2.2580475,0.0000001,,,,
"I2C","start",2.2630785,0.0000001,,,,
"I2C","address",2.2630886,0.0000877,true,0x30,false,
"I2C","data",2.2631884,0.0000876,true,,,0xFF
"I2C","data",2.2632809,0.0000877,true,,,0x01
"I2C","data",2.2633734,0.0000877,true,,,0x12
"I2C","data",2.263466,0.0000877,true,,,0x40
"I2C","data",2.2635585,0.0000877,true,,,0x17
"I2C","data",2.2636511,0.0000877,true,,,0x11
"I2C","data",2.2637436,0.0000877,true,,,0x18
"I2C","data",2.2638362,0.0000876,true,,,0x43
"I2C","data",2.2639287,0.0000877,true,,,0x19
"I2C","data",2.2640212,0.0000877,true,,,0x00
"I2C","data",2.2641138,0.0000877,true,,,0x1A
"I2C","data",2.2642063,0.0000877,true,,,0x4B
"I2C","data",2.2642989,0.0000877,true,,,0x32
"I2C","data",2.2643914,0.0000877,true,,,0x09
"I2C","data",2.264484,0.0000877,true,,,0x4F
"I2C","data",2.2645765,0.0000877,true,,,0xCA
"I2C","data",2.2646691,0.0000877,true,,,0x50
"I2C","data",2.2647616,0.0000877,true,,,0xA8
"I2C","data",2.2648542,0.0000877,true,,,0x5A
"I2C","data",2.2649467,0.0000877,true,,,0x23
"I2C","data",2.2650393,0.0000876,true,,,0x6D
"I2C","data",2.2651318,0.0000877,true,,,0x00
"I2C","data",2.2652244,0.0000775,true,,,0x39
"I2C","data",2.2653066,0.0000877,true,,,0x09
"I2C","data",2.2653991,0.0000877,false,,,0x1A
"I2C","data",2.2654917,0.0000877,true,,,0x6D
"I2C","data",2.2655842,0.0000877,true,,,0x11
"I2C","data",2.2656767,0.0000878,true,,,0x0D
"I2C","data",2.2657693,0.0000877,false,,,0x1B
"I2C","data",2.2658618,0.0000877,false,,,0x61
"I2C","data",2.2659544,0.0000877,false,,,0x11
"I2C","data",2.2660469,0.0000877,true,,,0x00
"I2C","data",2.2661395,0.0000877,true,,,0x1A
"I2C","data",2.266232,0.0000877,true,,,0x60
"I2C","data",2.2663246,0.0000877,true,,,0x1B
"I2C","data",2.2664171,0.0000877,true,,,0x0D
"I2C","data",2.2665097,0.0000877,true,,,0x03
"I2C","data",2.2666022,0.0000877,true,,,0x44
"I2C","data",2.2666948,0.0000877,false,,,0x03
"I2C","data",2.2667873,0.0000877,true,,,0x60
"I2C","data",2.2668799,0.0000877,false,,,0x06
"I2C","data",2.2669724,0.0000877,false,,,0x43
"I2C","data",2.2670649,0.0000877,true,,,0x07
"I2C","data",2.2671575,0.0000877,false,,,0x20
"I2C","data",2.26725,0.0000877,true,,,0x26
"I2C","data",2.2673426,0.0000877,true,,,0x00
"I2C","data",2.2674351,0.0000877,false,,,0x7F
"I2C","data",2.2675277,0.0000877,true,,,0x00
"I2C","data",2.2676202,0.0000877,true,,,0x70
"I2C","data",2.2677128,0.0000877,true,,,0x02
"I2C","data",2.2678053,0.0000877,true,,,0x60
"I2C","data",2.2678979,0.0000877,true,,,0x32
"I2C","data",2.2679904,0.0000877,false,,,0x60
"I2C","data",2.2680829,0.0000877,false,,,0x25
"I2C","data",2.2681755,0.0000877,true,,,0x43
"I2C","data",2.268268,0.0000877,false,,,0x1A
"I2C","data",2.2683606,0.0000877,true,,,0x28
"I2C","data",2.2684531,0.0000877,false,,,0x44
"I2C","data",2.2685456,0.0000877,false,,,0x28
"I2C","data",2.2686382,0.0000877,true,,,0x64
"I2C","data",2.2687307,0.0000877,true,,,0x29
"I2C","data",2.2688233,0.0000877,true,,,0x4B
"I2C","data",2.2689158,0.0000877,false,,,0x29
"I2C","data",2.2690083,0.0000878,true,,,0x00
"I2C","data",2.2691009,0.0000877,true,,,0x2A
"I2C","data",2.2691935,0.0000877,true,,,0x00
"I2C","data",2.269286,0.0000877,false,,,0x2A
"I2C","data",2.2693785,0.0000878,true,,,0x00
"I2C","data",2.2694711,0.0000877,false,,,0x2B
"I2C","data",2.2695636,0.0000877,true,,,0x00
"I2C","data",2.2696562,0.0000877,true,,,0x2D
"I2C","data",2.2697487,0.0000877,true,,,0x28
"I2C","data",2.2698413,0.0000877,false,,,0x2D
"I2C","data",2.2699338,0.0000877,true,,,0x1E
"I2C","data",2.2700264,0.0000877,true,,,0x2E
"I2C","data",2.2701189,0.0000877,true,,,0x00
"I2C","data",2.2702115,0.0000876,true,,,0x70
"I2C","data",2.270304,0.0000877,true,,,0x00
