name,type,start_time,duration,"ack","address","read","data"
"I2C","data",2.2272343,0.0000877,true,,,0x83
"I2C","data",2.2273269,0.0000877,false,,,0x80
"I2C","data",2.2274194,0.0000877,true,,,0x91
"I2C","data",2.227512,0.0000877,false,,,0x00
"I2C","data",2.2276045,0.0000877,true,,,0xD8
"I2C","data",2.2276971,0.0000877,false,,,0x01
"I2C","data",2.2277896,0.0000877,false,,,0x50
"I2C","data",2.2278821,0.0000878,false,,,0xC1
"I2C","data",2.2279747,0.0000877,true,,,0x88
"I2C","data",2.2280673,0.0000877,false,,,0x49
"I2C","data",2.2281598,0.0000877,true,,,0x00
"I2C","data",2.2282524,0.0000876,false,,,0x1F
"I2C","data",2.2283449,0.0000877,true,,,0xC0
"I2C","data",2.2284375,0.0000876,true,,,0x1C
"I2C","data",2.22853,0.0000877,false,,,0x00
"I2C","data",2.2286225,0.0000877,true,,,0x18
"I2C","data",2.2287151,0.0000877,false,,,0x0C
"I2C","data",2.2288076,0.0000877,true,,,0x18
"I2C","data",2.2289002,0.0000877,true,,,0x49
